Monto	Unidad Monetaria	Valor UF	M2	Baños	Dormitorios	Comuna
450000	CLP	11,49	34	1	1	Ñuñoa
705000	CLP	17,99	64	2	2	Ñuñoa
510000	CLP	13,02	43	1	1	Ñuñoa
690000	CLP	17,61	51	2	2	Ñuñoa
450000	CLP	11,49	34	1	1	Ñuñoa
695000	CLP	17,74	52	1	2	Ñuñoa
1000000	CLP	25,52	86	2	3	Ñuñoa
279000	CLP	7,12	29	1	1	Ñuñoa
465600	CLP	11,88	46	1	2	Ñuñoa
500000	CLP	12,76	48	2	2	Ñuñoa
480000	CLP	12,25	37	1	1	Ñuñoa
1100000	CLP	28,08	87	2	3	Ñuñoa
451000	CLP	11,51	35	1	1	Ñuñoa
430000	CLP	10,98	34	1	1	Ñuñoa
364000	CLP	9,29	25	1	1	Ñuñoa
420000	CLP	10,72	35	1	1	Ñuñoa
800000	CLP	20,42	54	2	2	Ñuñoa
470000	CLP	12	31	1	1	Ñuñoa
330000	CLP	8,42	33	1	1	Ñuñoa
750000	CLP	19,14	54	2	2	Ñuñoa
17	UF	17	51	2	2	Ñuñoa
750000	CLP	19,14	72	2	2	Ñuñoa
650000	CLP	16,59	60	2	3	Ñuñoa
16	UF	16	63	2	2	Ñuñoa
370000	CLP	9,44	26	1	1	Ñuñoa
750000	CLP	19,14	46	2	2	Ñuñoa
490000	CLP	12,51	30	1	1	Ñuñoa
320000	CLP	8,17	33	1	1	Ñuñoa
17	UF	17	55	2	2	Ñuñoa
18	UF	18	47	1	2	Ñuñoa
480000	CLP	12,25	48	2	2	Ñuñoa
540000	CLP	13,78	37	1	1	Ñuñoa
730000	CLP	18,63	54	2	2	Ñuñoa
730000	CLP	18,63	54	2	2	Ñuñoa
667000	CLP	17,02	57	2	2	Ñuñoa
600000	CLP	15,31	60	2	2	Ñuñoa
1100000	CLP	28,08	115	3	3	Ñuñoa
450000	CLP	11,49	37	1	1	Ñuñoa
675000	CLP	17,23	57	2	2	Ñuñoa
800000	CLP	20,42	78	2	2	Ñuñoa
620000	CLP	15,82	50	2	2	Ñuñoa
590000	CLP	15,06	36	1	1	Ñuñoa
850000	CLP	21,7	82	2	3	Ñuñoa
600000	CLP	15,31	34	1	1	Ñuñoa
490000	CLP	12,51	34	1	1	Ñuñoa
400000	CLP	10,21	38	1	1	Ñuñoa
10	UF	10	26	1	1	Ñuñoa
730000	CLP	18,63	57	2	2	Ñuñoa
700000	CLP	17,87	71	2	3	Ñuñoa
600000	CLP	15,31	60	2	2	Ñuñoa
520000	CLP	13,27	36	1	1	Ñuñoa
680000	CLP	17,36	58	2	2	Ñuñoa
730000	CLP	18,63	52	1	1	Ñuñoa
700000	CLP	17,87	68	2	2	Ñuñoa
15	UF	15	37	1	1	Ñuñoa
700000	CLP	17,87	60	2	2	Ñuñoa
851410	CLP	21,73	54	2	2	Ñuñoa
550000	CLP	14,04	43	1	1	Ñuñoa
730000	CLP	18,63	56	2	2	Ñuñoa
645513	CLP	16,48	36	1	1	Ñuñoa
651890	CLP	16,64	27	1	1	Ñuñoa
843295	CLP	21,52	54	2	2	Ñuñoa
780000	CLP	19,91	65	2	2	Ñuñoa
12	UF	12	36	1	1	Ñuñoa
570000	CLP	14,55	55	2	2	Ñuñoa
841129	CLP	21,47	58	2	2	Ñuñoa
1200000	CLP	30,63	88	3	3	Ñuñoa
600000	CLP	15,31	45	2	2	Ñuñoa
650000	CLP	16,59	58	2	2	Ñuñoa
700000	CLP	17,87	48	1	1	Ñuñoa
18	UF	18	58	2	2	Ñuñoa
470000	CLP	12	60	1	3	Ñuñoa
480000	CLP	12,25	39	1	1	Ñuñoa
800000	CLP	20,42	67	2	3	Ñuñoa
15	UF	15	33	1	1	Ñuñoa
830000	CLP	21,18	70	2	2	Ñuñoa
470000	CLP	12	56	1	3	Ñuñoa
620000	CLP	15,82	54	2	2	Ñuñoa
900000	CLP	22,97	83	2	2	Ñuñoa
700000	CLP	17,87	60	2	2	Ñuñoa
550000	CLP	14,04	36	1	1	Ñuñoa
550000	CLP	14,04	36	1	1	Ñuñoa
850000	CLP	21,7	70	2	2	Ñuñoa
430000	CLP	10,98	33	1	1	Ñuñoa
18	UF	18	51	2	2	Ñuñoa
16	UF	16	63	1	2	Ñuñoa
450000	CLP	11,49	38	1	1	Ñuñoa
800000	CLP	20,42	63	2	2	Ñuñoa
15	UF	15	35	1	1	Ñuñoa
760000	CLP	19,4	60	2	2	Ñuñoa
590000	CLP	15,06	51	2	2	Ñuñoa
598000	CLP	15,26	40	1	2	Ñuñoa
500000	CLP	12,76	53	1	2	Ñuñoa
660000	CLP	16,85	50	2	2	Ñuñoa
370000	CLP	9,44	34	1	1	Ñuñoa
900000	CLP	22,97	90	1	1	Ñuñoa
630000	CLP	16,08	43	1	2	Ñuñoa
528000	CLP	13,48	34	1	1	Ñuñoa
410000	CLP	10,46	42	1	1	Ñuñoa
12	UF	12	48	1	1	Ñuñoa
750000	CLP	19,14	86	2	3	Ñuñoa
900000	CLP	22,97	30	1	1	Ñuñoa
570000	CLP	14,55	35	1	1	Ñuñoa
1350000	CLP	34,46	98	2	3	Ñuñoa
15	UF	15	55	2	2	Ñuñoa
700000	CLP	17,87	61	2	2	Ñuñoa
17	UF	17	69	2	2	Ñuñoa
530000	CLP	13,53	36	1	1	Ñuñoa
580000	CLP	14,8	43	2	2	Ñuñoa
890000	CLP	22,72	68	2	2	Ñuñoa
740000	CLP	18,89	75	2	3	Ñuñoa
890000	CLP	22,72	78	2	3	Ñuñoa
550000	CLP	14,04	34	1	1	Ñuñoa
1000000	CLP	25,52	70	2	2	Ñuñoa
700000	CLP	17,87	66	2	2	Ñuñoa
21	UF	21	74	2	3	Ñuñoa
750000	CLP	19,14	64	2	2	Ñuñoa
380000	CLP	9,7	45	1	1	Ñuñoa
675000	CLP	17,23	52	2	2	Ñuñoa
465000	CLP	11,87	36	1	1	Ñuñoa
565000	CLP	14,42	49	1	1	Ñuñoa
850000	CLP	21,7	95	2	3	Ñuñoa
13	UF	13	30	1	1	Ñuñoa
19	UF	19	56	2	2	Ñuñoa
450000	CLP	11,49	36	1	1	Ñuñoa
850000	CLP	21,7	66	2	2	Ñuñoa
650000	CLP	16,59	47	2	2	Ñuñoa
695000	CLP	17,74	32	1	1	Ñuñoa
450000	CLP	11,49	35	1	1	Ñuñoa
36	UF	36	70	2	2	Ñuñoa
590000	CLP	15,06	53	2	2	Ñuñoa
700000	CLP	17,87	58	2	3	Ñuñoa
750000	CLP	19,14	55	2	2	Ñuñoa
450000	CLP	11,49	35	1	1	Ñuñoa
900000	CLP	22,97	75	2	2	Ñuñoa
600000	CLP	15,31	44	1	2	Ñuñoa
850000	CLP	21,7	80	2	3	Ñuñoa
13	UF	13	24	1	1	Ñuñoa
20	UF	20	96	3	3	Ñuñoa
580000	CLP	14,8	43	2	2	Ñuñoa
620000	CLP	15,82	55	2	2	Ñuñoa
460000	CLP	11,74	31	1	1	Ñuñoa
1000000	CLP	25,52	80	2	2	Ñuñoa
650000	CLP	16,59	55	2	2	Ñuñoa
846122	CLP	21,6	55	2	2	Ñuñoa
873555	CLP	22,3	55	2	2	Ñuñoa
855055	CLP	21,82	55	2	2	Ñuñoa
845995	CLP	21,59	55	2	2	Ñuñoa
255000	CLP	6,51	33	1	1	Ñuñoa
390000	CLP	9,95	35	1	1	Ñuñoa
480000	CLP	12,25	35	1	1	Ñuñoa
750000	CLP	19,14	45	1	1	Ñuñoa
550000	CLP	14,04	50	2	2	Ñuñoa
688512	CLP	17,57	39	1	2	Ñuñoa
700000	CLP	17,87	43	2	2	Ñuñoa
728980	CLP	18,61	50	2	2	Ñuñoa
739931	CLP	18,89	43	2	2	Ñuñoa
855919	CLP	21,85	55	2	2	Ñuñoa
771701	CLP	19,7	50	2	2	Ñuñoa
778527	CLP	19,87	50	2	2	Ñuñoa
632468	CLP	16,14	39	1	2	Ñuñoa
775329	CLP	19,79	50	2	2	Ñuñoa
677161	CLP	17,28	39	1	2	Ñuñoa
632468	CLP	16,14	39	1	2	Ñuñoa
776751	CLP	19,83	50	2	2	Ñuñoa
537095	CLP	13,71	33	1	1	Ñuñoa
754034	CLP	19,25	43	2	2	Ñuñoa
950000	CLP	24,25	90	2	3	Ñuñoa
700000	CLP	17,87	53	2	2	Ñuñoa
530000	CLP	13,53	30	1	1	Ñuñoa
830000	CLP	21,18	66	2	2	Ñuñoa
846122	CLP	21,6	55	2	2	Ñuñoa
695000	CLP	17,74	43	2	2	Ñuñoa
500000	CLP	12,76	60	1	1	Ñuñoa
700000	CLP	17,87	67	2	2	Ñuñoa
900000	CLP	22,97	89	1	1	Ñuñoa
450000	CLP	11,49	33	1	1	Ñuñoa
760000	CLP	19,4	66	2	2	Ñuñoa
510000	CLP	13,02	57	2	2	Ñuñoa
360000	CLP	9,19	28	1	1	Ñuñoa
372000	CLP	9,49	33	1	1	Ñuñoa
582000	CLP	14,85	63	2	2	Ñuñoa
500000	CLP	12,76	49	2	2	Ñuñoa
371000	CLP	9,47	31	1	1	Ñuñoa
500000	CLP	12,76	30	1	1	Ñuñoa
401000	CLP	10,24	35	1	1	Ñuñoa
672000	CLP	17,15	63	2	2	Ñuñoa
363000	CLP	9,27	32	1	1	Ñuñoa
459000	CLP	11,72	40	1	1	Ñuñoa
550000	CLP	14,04	38	1	1	Ñuñoa
435000	CLP	11,1	27	1	1	Ñuñoa
700000	CLP	17,87	60	2	2	Ñuñoa
730000	CLP	18,63	72	2	3	Ñuñoa
455000	CLP	11,61	33	1	1	Ñuñoa
360000	CLP	9,19	33	1	1	Ñuñoa
17	UF	17	60	2	2	Ñuñoa
455000	CLP	11,61	38	1	1	Ñuñoa
12	UF	12	35	1	1	Ñuñoa
650000	CLP	16,59	41	1	1	Ñuñoa
14	UF	14	37	1	1	Ñuñoa
360000	CLP	9,19	34	1	1	Ñuñoa
560000	CLP	14,29	42	1	2	Ñuñoa
880000	CLP	22,46	69	2	2	Ñuñoa
650000	CLP	16,59	56	2	2	Ñuñoa
520000	CLP	13,27	70	1	3	Ñuñoa
510000	CLP	13,02	34	1	1	Ñuñoa
685000	CLP	17,48	54	2	2	Ñuñoa
430000	CLP	10,98	36	1	1	Ñuñoa
430000	CLP	10,98	31	1	1	Ñuñoa
700000	CLP	17,87	72	2	2	Ñuñoa
600000	CLP	15,31	67	2	2	Ñuñoa
17	UF	17	41	1	1	Ñuñoa
600000	CLP	15,31	67	2	2	Ñuñoa
650000	CLP	16,59	53	2	2	Ñuñoa
290000	CLP	7,4	24	1	1	Ñuñoa
525000	CLP	13,4	44	2	2	Ñuñoa
500000	CLP	12,76	35	1	1	Ñuñoa
650000	CLP	16,59	80	2	3	Ñuñoa
590000	CLP	15,06	34	1	1	Ñuñoa
700000	CLP	17,87	60	2	2	Ñuñoa
560000	CLP	14,29	35	1	1	Ñuñoa
850000	CLP	21,7	60	2	2	Ñuñoa
490000	CLP	12,51	60	2	2	Ñuñoa
700000	CLP	17,87	61	2	2	Ñuñoa
680000	CLP	17,36	68	2	2	Ñuñoa
750000	CLP	19,14	75	2	2	Ñuñoa
750000	CLP	19,14	80	2	3	Ñuñoa
700000	CLP	17,87	78	2	2	Ñuñoa
500000	CLP	12,76	50	1	2	Ñuñoa
450000	CLP	11,49	35	1	1	Ñuñoa
550000	CLP	14,04	51	1	1	Ñuñoa
690000	CLP	17,61	65	2	2	Ñuñoa
380000	CLP	9,7	40	1	1	Ñuñoa
650000	CLP	16,59	39	2	2	Ñuñoa
750000	CLP	19,14	43	1	1	Ñuñoa
710000	CLP	18,12	60	2	2	Ñuñoa
630000	CLP	16,08	53	2	2	Ñuñoa
570000	CLP	14,55	48	1	1	Ñuñoa
540000	CLP	13,78	37	1	1	Ñuñoa
690000	CLP	17,61	70	2	2	Ñuñoa
850000	CLP	21,7	65	2	2	Ñuñoa
700000	CLP	17,87	60	2	2	Ñuñoa
680000	CLP	17,36	60	2	2	Ñuñoa
444000	CLP	11,33	35	1	1	Ñuñoa
475000	CLP	12,12	35	1	1	Ñuñoa
20	UF	20	60	2	2	Ñuñoa
14	UF	14	40	1	1	Ñuñoa
22	UF	22	48	1	1	Ñuñoa
35	UF	35	88	2	2	Ñuñoa
15	UF	15	33	1	1	Ñuñoa
950000	CLP	24,25	110	2	3	Ñuñoa
575000	CLP	14,68	37	1	1	Ñuñoa
860000	CLP	21,95	88	2	3	Ñuñoa
660000	CLP	16,85	46	2	2	Ñuñoa
600000	CLP	15,31	45	1	2	Ñuñoa
870000	CLP	22,21	65	2	2	Ñuñoa
21	UF	21	71	2	2	Ñuñoa
480000	CLP	12,25	32	1	1	Ñuñoa
440000	CLP	11,23	34	1	1	Ñuñoa
400000	CLP	10,21	30	1	1	Ñuñoa
580000	CLP	14,8	38	1	1	Ñuñoa
740000	CLP	18,89	52	2	2	Ñuñoa
770000	CLP	19,65	57	2	2	Ñuñoa
480000	CLP	12,25	32	1	1	Ñuñoa
690000	CLP	17,61	54	2	2	Ñuñoa
1500000	CLP	38,29	107	3	3	Ñuñoa
800000	CLP	20,42	77	2	3	Ñuñoa
380000	CLP	9,7	36	1	1	Ñuñoa
35	UF	35	70	2	2	Ñuñoa
580000	CLP	14,8	38	1	1	Ñuñoa
770000	CLP	19,65	57	2	2	Ñuñoa
740000	CLP	18,89	52	2	2	Ñuñoa
870000	CLP	22,21	65	2	2	Ñuñoa
700000	CLP	17,87	50	2	2	Ñuñoa
900000	CLP	22,97	64	2	2	Ñuñoa
27	UF	27	83	2	2	Ñuñoa
500000	CLP	12,76	55	2	2	Ñuñoa
690000	CLP	17,61	54	1	2	Ñuñoa
600000	CLP	15,31	35	1	1	Ñuñoa
750000	CLP	19,14	43	1	2	Ñuñoa
650000	CLP	16,59	71	1	3	Ñuñoa
540000	CLP	13,78	38	1	1	Ñuñoa
650000	CLP	16,59	65	2	2	Ñuñoa
690000	CLP	17,61	68	2	2	Ñuñoa
30	UF	30	96	3	3	Ñuñoa
21	UF	21	57	2	2	Ñuñoa
16	UF	16	48	1	2	Ñuñoa
750000	CLP	19,14	50	2	2	Ñuñoa
350000	CLP	8,93	26	1	1	Ñuñoa
12	UF	12	38	1	1	Ñuñoa
800000	CLP	20,42	60	2	2	Ñuñoa
310000	CLP	7,91	24	1	1	Ñuñoa
450000	CLP	11,49	40	1	1	Ñuñoa
730000	CLP	18,63	60	2	2	Ñuñoa
350000	CLP	8,93	40	1	1	Ñuñoa
450000	CLP	11,49	30	1	1	Ñuñoa
1000000	CLP	25,52	83	2	3	Ñuñoa
350000	CLP	8,93	27	1	1	Ñuñoa
450000	CLP	11,49	38	1	2	Ñuñoa
680000	CLP	17,36	65	2	2	Ñuñoa
770000	CLP	19,65	69	2	2	Ñuñoa
1050000	CLP	26,8	65	2	2	Ñuñoa
450000	CLP	11,49	34	1	1	Ñuñoa
650000	CLP	16,59	47	1	2	Ñuñoa
850000	CLP	21,7	75	2	3	Ñuñoa
570000	CLP	14,55	30	1	1	Ñuñoa
380000	CLP	9,7	34	1	1	Ñuñoa
585000	CLP	14,93	57	1	2	Ñuñoa
850000	CLP	21,7	90	2	3	Ñuñoa
880000	CLP	22,46	110	2	3	Ñuñoa
690000	CLP	17,61	63	2	2	Ñuñoa
400000	CLP	10,21	36	1	1	Ñuñoa
510000	CLP	13,02	50	2	2	Ñuñoa
410000	CLP	10,46	55	1	2	Ñuñoa
500000	CLP	12,76	37	1	1	Ñuñoa
19	UF	19	52	2	2	Ñuñoa
31	UF	31	90	2	3	Ñuñoa
370000	CLP	9,44	34	1	1	Ñuñoa
390000	CLP	9,95	33	1	1	Ñuñoa
530000	CLP	13,53	54	2	2	Ñuñoa
1200000	CLP	30,63	106	2	3	Ñuñoa
450000	CLP	11,49	36	1	1	Ñuñoa
499990	CLP	12,76	48	1	2	Ñuñoa
650000	CLP	16,59	55	1	1	Ñuñoa
700000	CLP	17,87	72	2	2	Ñuñoa
350000	CLP	8,93	34	1	1	Ñuñoa
950000	CLP	24,25	112	3	3	Ñuñoa
580000	CLP	14,8	37	1	1	Ñuñoa
350000	CLP	8,93	33	1	1	Ñuñoa
515000	CLP	13,14	38	1	1	Ñuñoa
480000	CLP	12,25	52	1	2	Ñuñoa
560000	CLP	14,29	39	1	1	Ñuñoa
1050000	CLP	26,8	71	2	3	Ñuñoa
530000	CLP	13,53	44	1	1	Ñuñoa
530000	CLP	13,53	44	1	1	Ñuñoa
700000	CLP	17,87	83	2	2	Ñuñoa
380000	CLP	9,7	36	1	1	Ñuñoa
530000	CLP	13,53	43	1	1	Ñuñoa
650000	CLP	16,59	27	1	1	Ñuñoa
650000	CLP	16,59	33	1	1	Ñuñoa
400000	CLP	10,21	32	1	1	Ñuñoa
560000	CLP	14,29	30	1	1	Ñuñoa
725000	CLP	18,5	55	2	2	Ñuñoa
530000	CLP	13,53	35	1	1	Ñuñoa
650000	CLP	16,59	52	2	2	Ñuñoa
650000	CLP	16,59	70	2	3	Ñuñoa
700000	CLP	17,87	60	2	2	Ñuñoa
660000	CLP	16,85	64	2	2	Ñuñoa
500000	CLP	12,76	30	1	1	Ñuñoa
360000	CLP	9,19	28	1	1	Ñuñoa
400000	CLP	10,21	35	1	1	Ñuñoa
730000	CLP	18,63	70	2	2	Ñuñoa
750000	CLP	19,14	75	2	2	Ñuñoa
340000	CLP	8,68	32	1	1	Ñuñoa
400000	CLP	10,21	35	1	1	Ñuñoa
380000	CLP	9,7	38	1	1	Ñuñoa
719000	CLP	18,35	53	2	2	Ñuñoa
26	UF	26	80	2	3	Ñuñoa
670000	CLP	17,1	52	2	2	Ñuñoa
520000	CLP	13,27	34	1	1	Ñuñoa
490000	CLP	12,51	55	1	2	Ñuñoa
485000	CLP	12,38	48	1	2	Ñuñoa
24	UF	24	70	2	2	Ñuñoa
12	UF	12	34	1	1	Ñuñoa
780000	CLP	19,91	65	2	2	Ñuñoa
579000	CLP	14,78	62	2	2	Ñuñoa
470000	CLP	12	35	1	1	Ñuñoa
421000	CLP	10,75	38	1	1	Ñuñoa
365000	CLP	9,32	28	1	1	Ñuñoa
580000	CLP	14,8	50	2	2	Ñuñoa
530000	CLP	13,53	30	1	1	Ñuñoa
500000	CLP	12,76	48	1	2	Ñuñoa
600000	CLP	15,31	28	1	1	Ñuñoa
850000	CLP	21,7	77	2	3	Ñuñoa
650000	CLP	16,59	70	2	2	Ñuñoa
490000	CLP	12,51	52	1	2	Ñuñoa
458000	CLP	11,69	34	1	1	Ñuñoa
550000	CLP	14,04	48	2	2	Ñuñoa
430000	CLP	10,98	38	1	1	Ñuñoa
800000	CLP	20,42	80	2	2	Ñuñoa
900000	CLP	22,97	80	2	2	Ñuñoa
460000	CLP	11,74	45	2	2	Ñuñoa
24	UF	24	75	2	2	Ñuñoa
580000	CLP	14,8	38	1	1	Ñuñoa
520000	CLP	13,27	38	1	1	Ñuñoa
15	UF	15	52	2	2	Ñuñoa
580000	CLP	14,8	37	1	1	Ñuñoa
380000	CLP	9,7	40	1	1	Ñuñoa
700000	CLP	17,87	73	2	2	Ñuñoa
15	UF	15	35	1	1	Ñuñoa
1090000	CLP	27,82	96	3	3	Ñuñoa
560000	CLP	14,29	52	1	1	Ñuñoa
400000	CLP	10,21	34	1	1	Ñuñoa
1000000	CLP	25,52	108	3	3	Ñuñoa
1000000	CLP	25,52	75	2	2	Ñuñoa
372000	CLP	9,49	30	1	1	Ñuñoa
800000	CLP	20,42	78	2	2	Ñuñoa
215000	CLP	5,49	37	1	1	Ñuñoa
24	UF	24	60	2	3	Ñuñoa
470000	CLP	12	35	1	1	Ñuñoa
400000	CLP	10,21	34	1	1	Ñuñoa
485000	CLP	12,38	35	1	1	Ñuñoa
17	UF	17	58	2	2	Ñuñoa
450000	CLP	11,49	42	1	1	Ñuñoa
500000	CLP	12,76	54	2	2	Ñuñoa
530000	CLP	13,53	54	2	2	Ñuñoa
530000	CLP	13,53	54	2	2	Ñuñoa
585000	CLP	14,93	55	2	2	Ñuñoa
650000	CLP	16,59	83	2	2	Ñuñoa
350000	CLP	8,93	37	1	1	Ñuñoa
460000	CLP	11,74	35	1	1	Ñuñoa
525000	CLP	13,4	40	1	1	Ñuñoa
750000	CLP	19,14	65	2	2	Ñuñoa
500000	CLP	12,76	48	2	2	Ñuñoa
500000	CLP	12,76	34	1	1	Ñuñoa
550000	CLP	14,04	38	1	1	Ñuñoa
550000	CLP	14,04	70	2	2	Ñuñoa
550000	CLP	14,04	61	2	2	Ñuñoa
500000	CLP	12,76	49	2	2	Ñuñoa
580000	CLP	14,8	37	1	1	Ñuñoa
600000	CLP	15,31	65	2	2	Ñuñoa
550000	CLP	14,04	49	2	2	Ñuñoa
450000	CLP	11,49	44	1	1	Ñuñoa
1050000	CLP	26,8	97	2	3	Ñuñoa
690000	CLP	17,61	56	2	2	Ñuñoa
650000	CLP	16,59	60	2	2	Ñuñoa
480000	CLP	12,25	40	1	2	Ñuñoa
800000	CLP	20,42	51	2	2	Ñuñoa
400000	CLP	10,21	30	1	1	Ñuñoa
580000	CLP	14,8	58	2	2	Ñuñoa
550000	CLP	14,04	25	1	1	Ñuñoa
585000	CLP	14,93	52	1	1	Ñuñoa
550000	CLP	14,04	25	1	1	Ñuñoa
1600000	CLP	40,84	146	3	3	Ñuñoa
530000	CLP	13,53	36	1	1	Ñuñoa
630000	CLP	16,08	56	2	2	Ñuñoa
530000	CLP	13,53	43	1	1	Ñuñoa
530000	CLP	13,53	43	1	1	Ñuñoa
530000	CLP	13,53	43	1	1	Ñuñoa
530000	CLP	13,53	38	1	1	Ñuñoa
1200000	CLP	30,63	100	2	3	Ñuñoa
1200000	CLP	30,63	86	2	3	Ñuñoa
750000	CLP	19,14	39	2	2	Ñuñoa
560000	CLP	14,29	60	2	2	Ñuñoa
750000	CLP	19,14	50	1	2	Ñuñoa
750000	CLP	19,14	75	2	3	Ñuñoa
650000	CLP	16,59	48	1	2	Ñuñoa
830000	CLP	21,18	70	1	3	Ñuñoa
780000	CLP	19,91	75	2	3	Ñuñoa
600000	CLP	15,31	50	2	2	Ñuñoa
550000	CLP	14,04	55	1	2	Ñuñoa
440000	CLP	11,23	35	1	1	Ñuñoa
700000	CLP	17,87	50	2	2	Ñuñoa
21	UF	21	80	3	3	Ñuñoa
81	UF	81	38	1	1	Ñuñoa
480000	CLP	12,25	38	1	1	Ñuñoa
510000	CLP	13,02	43	1	1	Ñuñoa
500000	CLP	12,76	55	2	2	Ñuñoa
690000	CLP	17,61	69	2	2	Ñuñoa
700000	CLP	17,87	70	2	3	Ñuñoa
650000	CLP	16,59	57	2	2	Ñuñoa
970000	CLP	24,76	88	2	3	Ñuñoa
750000	CLP	19,14	65	2	2	Ñuñoa
850000	CLP	21,7	80	2	3	Ñuñoa
500000	CLP	12,76	44	2	2	Santiago
450000	CLP	11,49	58	2	2	Santiago
400000	CLP	10,21	32	1	1	Santiago
475000	CLP	12,12	58	2	3	Santiago
580000	CLP	14,8	43	2	2	Santiago
330000	CLP	8,42	35	1	1	Santiago
350000	CLP	8,93	48	1	1	Santiago
220000	CLP	5,62	33	1	1	Santiago
460000	CLP	11,74	59	2	2	Santiago
450000	CLP	11,49	46	1	2	Santiago
460000	CLP	11,74	53	2	2	Santiago
380000	CLP	9,7	60	2	3	Santiago
270000	CLP	6,89	30	1	1	Santiago
300000	CLP	7,66	32	1	1	Santiago
380000	CLP	9,7	32	1	1	Santiago
390000	CLP	9,95	46	2	2	Santiago
270000	CLP	6,89	35	1	1	Santiago
300000	CLP	7,66	28	1	1	Santiago
440000	CLP	11,23	47	1	2	Santiago
440000	CLP	11,23	47	1	2	Santiago
350000	CLP	8,93	38	1	2	Santiago
259000	CLP	6,61	28	1	1	Santiago
500000	CLP	12,76	57	1	2	Santiago
260000	CLP	6,64	40	1	1	Santiago
240000	CLP	6,13	32	1	1	Santiago
220000	CLP	5,62	34	1	1	Santiago
370000	CLP	9,44	55	1	1	Santiago
320000	CLP	8,17	35	1	1	Santiago
350000	CLP	8,93	39	1	1	Santiago
450000	CLP	11,49	38	1	1	Santiago
495000	CLP	12,63	34	1	1	Santiago
260000	CLP	6,64	25	1	1	Santiago
315000	CLP	8,04	40	1	1	Santiago
32	UF	32	200	2	2	Santiago
530000	CLP	13,53	32	1	1	Santiago
340000	CLP	8,68	36	1	2	Santiago
350000	CLP	8,93	31	1	1	Santiago
320000	CLP	8,17	35	1	1	Santiago
400000	CLP	10,21	49	1	1	Santiago
310000	CLP	7,91	33	1	1	Santiago
450000	CLP	11,49	47	1	2	Santiago
540000	CLP	13,78	85	1	2	Santiago
650000	CLP	16,59	65	2	2	Santiago
43	UF	43	220	3	3	Santiago
33	UF	33	180	2	2	Santiago
400000	CLP	10,21	42	1	2	Santiago
23	UF	23	60	1	2	Santiago
290000	CLP	7,4	28	1	1	Santiago
450000	CLP	11,49	31	1	1	Ñuñoa
670000	CLP	17,1	50	1	1	Ñuñoa
500000	CLP	12,76	51	1	1	Ñuñoa
400000	CLP	10,21	34	1	1	Ñuñoa
520000	CLP	13,27	40	1	1	Ñuñoa
490000	CLP	12,51	37	1	1	Ñuñoa
720000	CLP	18,38	55	2	2	Ñuñoa
450000	CLP	11,49	45	2	2	Ñuñoa
255000	CLP	6,51	51	2	2	Ñuñoa
530000	CLP	13,53	37	1	1	Ñuñoa
760000	CLP	19,4	73	2	2	Ñuñoa
698000	CLP	17,82	67	2	3	Ñuñoa
490000	CLP	12,51	62	2	2	Ñuñoa
700000	CLP	17,87	41	1	1	Ñuñoa
740000	CLP	18,89	75	2	2	Ñuñoa
12	UF	12	35	1	1	Ñuñoa
700000	CLP	17,87	47	2	2	Ñuñoa
698000	CLP	17,82	69	2	3	Ñuñoa
17	UF	17	52	2	2	Ñuñoa
700000	CLP	17,87	50	2	2	Ñuñoa
650000	CLP	16,59	50	2	2	Ñuñoa
17	UF	17	52	2	2	Ñuñoa
390000	CLP	9,95	40	1	1	Ñuñoa
575000	CLP	14,68	60	2	2	Ñuñoa
880000	CLP	22,46	70	2	2	Ñuñoa
800000	CLP	20,42	80	2	2	Ñuñoa
395000	CLP	10,08	27	1	1	Ñuñoa
372000	CLP	9,49	32	1	1	Ñuñoa
650000	CLP	16,59	55	2	2	Ñuñoa
550000	CLP	14,04	45	2	2	Ñuñoa
1000000	CLP	25,52	98	3	3	Ñuñoa
470000	CLP	12	33	1	1	Ñuñoa
20	UF	20	49	2	2	Ñuñoa
600000	CLP	15,31	40	1	1	Ñuñoa
1200000	CLP	30,63	93	2	3	Ñuñoa
730000	CLP	18,63	58	2	2	Ñuñoa
620000	CLP	15,82	67	2	3	Ñuñoa
600000	CLP	15,31	60	2	2	Ñuñoa
370000	CLP	9,44	38	1	1	Ñuñoa
480000	CLP	12,25	36	1	1	Ñuñoa
14	UF	14	53	2	2	Ñuñoa
380000	CLP	9,7	38	1	1	Ñuñoa
690000	CLP	17,61	65	2	2	Ñuñoa
710000	CLP	18,12	66	2	2	Ñuñoa
590000	CLP	15,06	50	2	2	Ñuñoa
600000	CLP	15,31	55	2	2	Ñuñoa
598000	CLP	15,26	55	2	2	Ñuñoa
750000	CLP	19,14	50	2	2	Ñuñoa
690000	CLP	17,61	50	1	2	Ñuñoa
540000	CLP	13,78	35	1	1	Ñuñoa
650000	CLP	16,59	65	2	2	Ñuñoa
420000	CLP	10,72	34	1	1	Ñuñoa
730000	CLP	18,63	64	2	2	Ñuñoa
1050000	CLP	26,8	110	2	3	Ñuñoa
600000	CLP	15,31	60	2	2	Ñuñoa
310000	CLP	7,91	35	1	1	Ñuñoa
590000	CLP	15,06	40	1	1	Ñuñoa
600000	CLP	15,31	58	2	2	Ñuñoa
820000	CLP	20,93	47	1	2	Ñuñoa
420000	CLP	10,72	30	1	1	Ñuñoa
750000	CLP	19,14	57	2	2	Ñuñoa
