Monto	Unidad Monetaria	Valor UF	M2	Baños	Dormitorios	Comuna
400000	CLP	10,21	45	1	1	Macul
500000	CLP	12,76	60	2	2	Macul
500000	CLP	12,76	56	2	2	Macul
485000	CLP	12,38	60	2	2	Macul
350000	CLP	8,93	31	1	1	Macul
500000	CLP	12,76	26	1	1	Macul
550000	CLP	14,04	64	2	3	Macul
420000	CLP	10,72	48	1	2	Macul
460000	CLP	11,74	48	1	2	Macul
490000	CLP	12,51	40	1	1	Macul
500000	CLP	12,76	60	2	3	Macul
480000	CLP	12,25	45	2	2	Macul
600000	CLP	15,31	59	2	2	Macul
500000	CLP	12,76	50	1	2	Macul
13	UF	13	41	1	1	Macul
495000	CLP	12,63	53	2	2	Macul
530000	CLP	13,53	60	2	3	Macul
550000	CLP	14,04	56	2	3	Macul
16	UF	16	60	2	2	Macul
13	UF	13	37	1	1	Macul
290000	CLP	7,4	34	1	1	Macul
600000	CLP	15,31	60	2	2	Macul
380000	CLP	9,7	35	1	1	Macul
19	UF	19	72	2	3	Macul
370000	CLP	9,44	38	1	1	Macul
500000	CLP	12,76	60	2	2	Macul
400000	CLP	10,21	48	1	2	Macul
550000	CLP	14,04	56	2	2	Macul
550000	CLP	14,04	60	1	2	Macul
450000	CLP	11,49	40	1	2	Macul
530000	CLP	13,53	66	2	3	Macul
330000	CLP	8,42	28	1	1	Macul
800000	CLP	20,42	45	2	2	Macul
360000	CLP	9,19	25	1	1	Macul
440000	CLP	11,23	25	1	1	Macul
575000	CLP	14,68	39	2	2	Macul
500000	CLP	12,76	50	2	2	Macul
510000	CLP	13,02	61	2	2	Macul
12	UF	12	37	1	1	Macul
350000	CLP	8,93	23	1	1	Macul
580000	CLP	14,8	50	2	2	Macul
350000	CLP	8,93	23	1	1	Macul
15	UF	15	58	2	2	Macul
450000	CLP	11,49	45	1	1	Macul
320000	CLP	8,17	31	1	1	Macul
580000	CLP	14,8	70	2	3	Macul
500000	CLP	12,76	51	2	2	Macul
500000	CLP	12,76	65	2	2	Macul
450000	CLP	11,49	58	2	2	Macul
500000	CLP	12,76	60	2	3	Macul
530000	CLP	13,53	62	2	2	Macul
500000	CLP	12,76	40	1	1	Macul
520000	CLP	13,27	48	2	2	Macul
600000	CLP	15,31	85	2	3	Macul
500000	CLP	12,76	69	1	3	Macul
480000	CLP	12,25	47	1	1	Macul
480000	CLP	12,25	55	2	2	Macul
410000	CLP	10,46	20	1	1	Macul
360000	CLP	9,19	33	1	1	Macul
580000	CLP	14,8	60	2	2	Macul
520000	CLP	13,27	68	2	2	Macul
530000	CLP	13,53	35	2	2	Macul
430000	CLP	10,98	30	1	1	Macul
660000	CLP	16,85	72	2	3	Macul
400000	CLP	10,21	36	1	1	Macul
370000	CLP	9,44	36	1	1	Macul
350000	CLP	8,93	25	1	1	Macul
510000	CLP	13,02	54	2	2	Macul
530000	CLP	13,53	72	2	3	Macul
380000	CLP	9,7	35	1	1	Macul
450000	CLP	11,49	58	2	2	Macul
550000	CLP	14,04	56	2	2	Macul
340000	CLP	8,68	35	1	1	Macul
495000	CLP	12,63	41	1	1	Macul
485000	CLP	12,38	64	2	2	Macul
550000	CLP	14,04	65	2	3	Macul
430000	CLP	10,98	47	2	2	Macul
390000	CLP	9,95	34	1	1	Macul
400000	CLP	10,21	34	1	1	Macul
310000	CLP	7,91	29	1	1	Macul
390000	CLP	9,95	56	2	2	Macul
495000	CLP	12,63	58	2	2	Macul
370000	CLP	9,44	39	1	1	Macul
445000	CLP	11,36	58	2	2	Macul
390000	CLP	9,95	56	2	2	Macul
520000	CLP	13,27	56	2	2	Macul
13	UF	13	40	1	1	Macul
560000	CLP	14,29	57	2	2	Macul
500000	CLP	12,76	50	1	2	Macul
600000	CLP	15,31	70	2	3	Macul
380000	CLP	9,7	31	1	1	Macul
520000	CLP	13,27	56	2	2	Macul
400000	CLP	10,21	35	1	1	Macul
550000	CLP	14,04	85	2	3	Macul
500000	CLP	12,76	60	1	2	Macul
500000	CLP	12,76	55	2	2	Macul
13	UF	13	41	1	1	Macul
11	UF	11	55	2	2	Macul
680000	CLP	17,36	72	2	2	Macul
310000	CLP	7,91	37	1	1	Macul
450000	CLP	11,49	44	1	2	Macul
550000	CLP	14,04	79	2	3	Macul
16	UF	16	68	2	3	Macul
380000	CLP	9,7	32	1	1	Macul
490000	CLP	12,51	48	2	2	Macul
450000	CLP	11,49	48	2	2	Macul
350000	CLP	8,93	31	1	1	Macul
590000	CLP	15,06	75	2	2	Macul
500000	CLP	12,76	50	2	2	Macul
360000	CLP	9,19	40	1	1	Macul
14	UF	14	65	1	2	Macul
495000	CLP	12,63	56	2	2	Macul
375000	CLP	9,57	30	1	1	Macul
410000	CLP	10,46	48	1	1	Macul
300000	CLP	7,66	30	1	1	Macul
450000	CLP	11,49	58	2	2	Macul
300000	CLP	7,66	35	1	1	Macul
630000	CLP	16,08	66	2	2	Macul
670000	CLP	17,1	63	2	3	Macul
335000	CLP	8,55	30	1	1	Macul
400000	CLP	10,21	46	1	2	Macul
640000	CLP	16,34	64	2	3	Macul
555000	CLP	14,17	50	2	2	Macul
320000	CLP	8,17	31	1	1	Macul
405000	CLP	10,34	35	1	1	Macul
320000	CLP	8,17	31	1	1	Macul
410000	CLP	10,46	35	1	1	Macul
420000	CLP	10,72	34	1	1	Macul
300000	CLP	7,66	33	1	1	Macul
375000	CLP	9,57	60	1	2	Macul
320000	CLP	8,17	31	1	1	Macul
470000	CLP	12	49	2	2	Macul
320000	CLP	8,17	31	1	1	Macul
320000	CLP	8,17	31	1	1	Macul
465000	CLP	11,87	54	2	2	Macul
15	UF	15	85	2	2	Macul
345000	CLP	8,81	23	1	1	Macul
590000	CLP	15,06	83	2	2	Macul
10	UF	10	34	1	1	Macul
530000	CLP	13,53	43	2	2	Macul
390000	CLP	9,95	35	1	1	Macul
436659	CLP	11,15	51	1	2	Macul
580000	CLP	14,8	48	2	2	Macul
460000	CLP	11,74	35	1	1	Macul
422952	CLP	10,8	41	1	1	Macul
564052	CLP	14,4	62	2	2	Macul
424837	CLP	10,84	39	1	1	Macul
408813	CLP	10,43	40	1	1	Macul
432848	CLP	11,05	41	1	1	Macul
411012	CLP	10,49	39	1	1	Macul
434866	CLP	11,1	39	1	1	Macul
435040	CLP	11,1	39	1	1	Macul
540000	CLP	13,78	54	2	2	Macul
564000	CLP	14,4	56	2	2	Macul
418000	CLP	10,67	28	1	1	Macul
420000	CLP	10,72	34	1	1	Macul
450000	CLP	11,49	51	1	2	Macul
480000	CLP	12,25	48	2	2	Macul
400000	CLP	10,21	48	1	2	Macul
550000	CLP	14,04	70	2	3	Macul
460000	CLP	11,74	40	1	1	Macul
370000	CLP	9,44	35	1	1	Macul
600000	CLP	15,31	43	2	2	Macul
510000	CLP	13,02	61	2	2	Macul
310000	CLP	7,91	27	1	1	Macul
520000	CLP	13,27	58	2	2	Macul
490000	CLP	12,51	49	2	2	Macul
449999	CLP	11,49	34	1	1	Macul
520000	CLP	13,27	56	1	3	Macul
330000	CLP	8,42	35	1	1	Macul
600000	CLP	15,31	65	2	3	Macul
380000	CLP	9,7	36	1	1	Macul
449999	CLP	11,49	38	1	1	Macul
370000	CLP	9,44	34	1	1	Macul
430000	CLP	10,98	75	2	2	Macul
420000	CLP	10,72	31	1	1	Macul
580000	CLP	14,8	75	2	3	Macul
530000	CLP	13,53	65	2	2	Macul
570000	CLP	14,55	74	2	2	Macul
380000	CLP	9,7	30	1	1	Macul
320000	CLP	8,17	29	1	1	Macul
600000	CLP	15,31	75	2	3	Macul
600000	CLP	15,31	56	2	2	Macul
660000	CLP	16,85	70	2	3	Macul
470000	CLP	12	45	1	2	Macul
434692	CLP	11,1	39	1	1	Macul
650000	CLP	16,59	67	2	2	Macul
495000	CLP	12,63	41	1	1	Macul
380000	CLP	9,7	39	1	1	Macul
350000	CLP	8,93	50	1	1	Macul
410000	CLP	10,46	34	1	1	Macul
500000	CLP	12,76	30	1	1	Macul
450000	CLP	11,49	57	2	2	Macul
510000	CLP	13,02	50	2	2	Macul
580000	CLP	14,8	60	2	3	Macul
400000	CLP	10,21	30	1	1	Macul
555000	CLP	14,17	53	2	2	Macul
520000	CLP	13,27	50	2	2	Macul
560000	CLP	14,29	69	2	3	Macul
400000	CLP	10,21	50	2	2	Macul
450000	CLP	11,49	51	2	2	Macul
380000	CLP	9,7	25	1	1	Macul
400000	CLP	10,21	34	1	1	Macul
460000	CLP	11,74	47	2	2	Macul
500000	CLP	12,76	52	1	2	Macul
470000	CLP	12	52	1	2	Macul
560000	CLP	14,29	69	2	3	Macul
600000	CLP	15,31	62	2	2	Macul
510000	CLP	13,02	57	2	2	Macul
630000	CLP	16,08	62	2	3	Macul
565000	CLP	14,42	45	2	2	Macul
510000	CLP	13,02	56	2	2	Macul
550000	CLP	14,04	49	2	2	Macul
440000	CLP	11,23	52	1	2	Macul
290000	CLP	7,4	30	1	1	Macul
340000	CLP	8,68	34	1	1	Macul
310000	CLP	7,91	30	1	1	Macul
630000	CLP	16,08	70	2	3	Macul
530000	CLP	13,53	56	2	2	Macul
370000	CLP	9,44	34	1	1	Macul
360000	CLP	9,19	30	1	1	Macul
600000	CLP	15,31	65	2	3	Macul
430000	CLP	10,98	40	1	2	Macul
595000	CLP	15,19	70	2	3	Macul
510000	CLP	13,02	55	2	2	Macul
315000	CLP	8,04	26	1	1	Macul
200000	CLP	5,1	42	1	1	Macul
430000	CLP	10,98	55	2	2	Macul
450000	CLP	11,49	54	2	2	Macul
550000	CLP	14,04	55	2	2	Macul
400000	CLP	10,21	33	1	1	Macul
430000	CLP	10,98	47	1	2	Macul
570000	CLP	14,55	76	2	3	Macul
15	UF	15	45	2	2	Macul
420000	CLP	10,72	40	1	1	Macul
370000	CLP	9,44	39	1	1	Macul
850000	CLP	21,7	95	2	3	Macul
575000	CLP	14,68	60	2	2	Macul
495000	CLP	12,63	58	1	2	Macul
199000	CLP	5,08	38	1	2	Macul
400000	CLP	10,21	40	1	1	Macul
420000	CLP	10,72	31	1	1	Macul
450000	CLP	11,49	31	1	1	Macul
580000	CLP	14,8	65	2	2	Macul
580000	CLP	14,8	65	2	2	Macul
580000	CLP	14,8	65	2	2	Macul
390000	CLP	9,95	28	1	1	Macul
600000	CLP	15,31	61	2	2	Macul
490000	CLP	12,51	38	1	1	Macul
475000	CLP	12,12	57	2	2	Macul
480000	CLP	12,25	40	1	1	Macul
570000	CLP	14,55	65	2	2	Macul
13	UF	13	38	1	1	Macul
420000	CLP	10,72	37	1	1	Macul
650000	CLP	16,59	67	2	3	Macul
355000	CLP	9,06	32	1	1	Macul
530000	CLP	13,53	65	2	2	Macul
490000	CLP	12,51	63	2	2	Macul
500000	CLP	12,76	41	1	1	Macul
370000	CLP	9,44	30	1	1	Macul
345000	CLP	8,81	40	1	2	Macul
365000	CLP	9,32	32	1	1	Macul
550000	CLP	14,04	60	2	2	Macul
490000	CLP	12,51	44	1	2	Macul
16	UF	16	60	2	2	Macul
600000	CLP	15,31	68	2	3	Macul
700000	CLP	17,87	78	2	3	Macul
520000	CLP	13,27	57	2	3	Macul
620000	CLP	15,82	86	2	3	Macul
550000	CLP	14,04	55	2	2	Macul
620000	CLP	15,82	65	2	2	Macul
450000	CLP	11,49	35	1	1	Macul
550000	CLP	14,04	58	2	3	Macul
410000	CLP	10,46	44	1	2	Macul
550000	CLP	14,04	58	1	2	Macul
495000	CLP	12,63	43	1	2	Macul
440000	CLP	11,23	38	1	2	Macul
350000	CLP	8,93	37	1	1	Macul
500000	CLP	12,76	57	2	2	Macul
570000	CLP	14,55	60	2	2	Macul
750000	CLP	19,14	95	2	3	Macul
380000	CLP	9,7	33	1	1	Macul
400000	CLP	10,21	36	1	1	Macul
550000	CLP	14,04	61	2	2	Macul
300000	CLP	7,66	47	1	1	Macul
500000	CLP	12,76	52	1	3	Macul
470000	CLP	12	52	1	3	Macul
490000	CLP	12,51	42	1	2	Macul
500000	CLP	12,76	55	2	2	Macul
450000	CLP	11,49	35	1	1	Macul
430000	CLP	10,98	34	1	1	Macul
550000	CLP	14,04	70	2	2	Macul
590000	CLP	15,06	69	2	3	Macul
375000	CLP	9,57	32	1	1	Macul
290000	CLP	7,4	37	1	1	Macul
310000	CLP	7,91	33	1	1	Macul
435000	CLP	11,1	34	1	1	Macul
430000	CLP	10,98	34	1	1	Macul
410000	CLP	10,46	36	1	1	Macul
310000	CLP	7,91	37	1	1	Macul
450000	CLP	11,49	36	1	1	Macul
420000	CLP	10,72	45	1	1	Macul
380000	CLP	9,7	44	1	1	Macul
390000	CLP	9,95	38	1	1	Macul
400000	CLP	10,21	41	1	2	Macul
420000	CLP	10,72	38	1	1	Macul
450000	CLP	11,49	36	1	1	Macul
300000	CLP	7,66	40	1	1	Macul
320000	CLP	8,17	33	1	1	Macul
498000	CLP	12,71	50	2	2	Macul
630000	CLP	16,08	76	2	3	Macul
500000	CLP	12,76	61	2	2	Macul
330000	CLP	8,42	27	1	1	Macul
430000	CLP	10,98	48	2	2	Macul
450000	CLP	11,49	65	2	2	Macul
420000	CLP	10,72	36	1	1	Macul
380000	CLP	9,7	68	1	3	Macul
430000	CLP	10,98	35	1	1	Macul
630000	CLP	16,08	66	2	3	Macul
430000	CLP	10,98	35	1	1	Macul
450000	CLP	11,49	36	1	1	Macul
430000	CLP	10,98	60	2	2	Macul
300000	CLP	7,66	30	1	1	Macul
570000	CLP	14,55	72	2	3	Macul
520000	CLP	13,27	45	2	2	Macul
390000	CLP	9,95	32	1	1	Macul
475000	CLP	12,12	52	2	2	Macul
680000	CLP	17,36	76	2	3	Macul
540000	CLP	13,78	85	2	3	Macul
460000	CLP	11,74	52	2	2	Macul
600000	CLP	15,31	65	2	3	Macul
410000	CLP	10,46	45	1	1	Macul
580000	CLP	14,8	60	2	3	Macul
320000	CLP	8,17	30	1	1	Macul
440000	CLP	11,23	36	1	1	Macul
590000	CLP	15,06	71	2	3	Macul
620000	CLP	15,82	80	2	3	Macul
350000	CLP	8,93	36	1	1	Macul
390000	CLP	9,95	40	1	2	Macul
380000	CLP	9,7	38	1	1	Macul
600000	CLP	15,31	70	2	3	Macul
498000	CLP	12,71	55	1	2	Macul
600000	CLP	15,31	65	2	3	Macul
400000	CLP	10,21	38	1	1	Macul
495000	CLP	12,63	45	1	1	Macul
380000	CLP	9,7	38	1	1	Macul
495000	CLP	12,63	45	1	1	Macul
440000	CLP	11,23	55	2	2	Macul
385000	CLP	9,83	37	1	1	Macul
300000	CLP	7,66	36	1	1	Macul
550000	CLP	14,04	86	1	3	Macul
365000	CLP	9,32	55	1	2	Macul
430000	CLP	10,98	32	1	1	Macul
570000	CLP	14,55	56	2	2	Macul
450000	CLP	11,49	56	1	3	Macul
550000	CLP	14,04	66	2	2	Macul
520000	CLP	13,27	60	2	2	Macul
450000	CLP	11,49	70	2	2	Macul
400000	CLP	10,21	40	1	1	Macul
650000	CLP	16,59	82	2	3	Macul
500000	CLP	12,76	50	2	2	Macul
610000	CLP	15,57	63	2	2	Macul
420000	CLP	10,72	54	1	2	Macul
470000	CLP	12	65	2	2	Macul
410000	CLP	10,46	43	1	2	Macul
560000	CLP	14,29	52	2	3	Macul
12	UF	12	44	1	2	Macul
430000	CLP	10,98	43	1	2	Macul
350000	CLP	8,93	42	1	1	Macul
280000	CLP	7,15	30	1	1	Macul
320000	CLP	8,17	30	1	1	Macul
340000	CLP	8,68	41	1	1	Macul
400000	CLP	10,21	50	2	2	Macul
500000	CLP	12,76	60	1	3	Macul
550000	CLP	14,04	48	2	2	Macul
550000	CLP	14,04	40	1	1	Macul
500000	CLP	12,76	58	2	2	Macul
420000	CLP	10,72	35	1	1	Macul
550000	CLP	14,04	78	2	3	Macul
550000	CLP	14,04	60	2	3	Macul
360000	CLP	9,19	40	1	1	Macul
500000	CLP	12,76	40	1	1	Macul
350000	CLP	8,93	31	1	1	Macul
460000	CLP	11,74	45	2	2	Macul
700000	CLP	17,87	70	2	2	Macul
700000	CLP	17,87	70	2	2	Macul
500000	CLP	12,76	56	1	2	Macul
450000	CLP	11,49	47	2	2	Macul
300000	CLP	7,66	25	1	1	Macul
550000	CLP	14,04	55	2	2	Macul
420000	CLP	10,72	67	1	3	Macul
480000	CLP	12,25	49	1	2	Macul
440000	CLP	11,23	48	1	2	Macul
370000	CLP	9,44	34	1	1	Macul
360000	CLP	9,19	35	1	1	Macul
380000	CLP	9,7	35	1	1	Macul
350000	CLP	8,93	40	1	2	Macul
300000	CLP	7,66	30	1	1	Macul
500000	CLP	12,76	47	2	2	Macul
510000	CLP	13,02	47	2	2	Macul
650000	CLP	16,59	65	2	2	Macul
420000	CLP	10,72	55	1	2	Macul
620000	CLP	15,82	75	2	3	Macul
375000	CLP	9,57	40	1	2	Macul
375000	CLP	9,57	40	1	2	Macul
440000	CLP	11,23	50	1	3	Macul
450000	CLP	11,49	42	1	2	Macul
15	UF	15	59	2	2	Macul
550000	CLP	14,04	52	1	2	Macul
9	UF	9	40	1	1	Macul
460000	CLP	11,74	54	1	1	Macul
550000	CLP	14,04	52	1	2	Macul
460000	CLP	11,74	40	1	1	Macul
550000	CLP	14,04	57	2	2	Macul
550000	CLP	14,04	67	2	3	Macul
500000	CLP	12,76	70	1	3	Macul
490000	CLP	12,51	53	2	2	Macul
400000	CLP	10,21	58	2	2	Macul
370000	CLP	9,44	60	1	2	Macul
460000	CLP	11,74	88	2	3	Macul
380000	CLP	9,7	55	1	3	Macul
555000	CLP	14,17	55	1	3	Macul
420000	CLP	10,72	55	1	2	Macul
400000	CLP	10,21	60	1	3	Macul
445000	CLP	11,36	60	2	2	Macul
380000	CLP	9,7	32	1	1	Macul
670000	CLP	17,1	80	2	3	Macul
520000	CLP	13,27	54	1	2	Macul
630000	CLP	16,08	66	2	2	Macul
500000	CLP	12,76	54	1	2	Macul
10	UF	10	30	1	1	Macul
450000	CLP	11,49	50	1	2	Macul
350000	CLP	8,93	39	1	1	Macul
480000	CLP	12,25	43	1	2	Macul
450000	CLP	11,49	66	2	3	Macul
290000	CLP	7,4	35	1	1	Macul
410000	CLP	10,46	52	1	1	Macul
395000	CLP	10,08	40	1	1	Macul
560000	CLP	14,29	59	2	2	Macul
550000	CLP	14,04	42	2	2	Macul
300000	CLP	7,66	30	1	1	Macul
620000	CLP	15,82	45	2	2	Macul
500000	CLP	12,76	78	2	2	Macul
400000	CLP	10,21	48	1	1	Macul
480000	CLP	12,25	57	2	2	Macul
380000	CLP	9,7	40	1	1	Macul
520000	CLP	13,27	62	2	2	Macul
520000	CLP	13,27	45	2	2	Macul
330000	CLP	8,42	33	1	1	Macul
430000	CLP	10,98	40	1	2	Macul
380000	CLP	9,7	36	1	1	Macul
700000	CLP	17,87	69	2	3	Macul
464000	CLP	11,84	51	2	2	Macul
600000	CLP	15,31	60	2	2	Macul
450000	CLP	11,49	51	2	2	Macul
470000	CLP	12	55	1	1	Macul
390000	CLP	9,95	45	2	2	Macul
480000	CLP	12,25	48	2	2	Macul
430000	CLP	10,98	40	1	1	Macul
550000	CLP	14,04	75	2	2	Macul
575000	CLP	14,68	70	2	3	Macul
425000	CLP	10,85	38	1	1	Macul
500000	CLP	12,76	67	2	3	Macul
540000	CLP	13,78	58	2	2	Macul
550000	CLP	14,04	80	2	3	Macul
530000	CLP	13,53	62	2	2	Macul
690000	CLP	17,61	72	2	3	Macul
350000	CLP	8,93	36	1	1	Macul
350000	CLP	8,93	50	1	2	Macul
320000	CLP	8,17	37	1	1	Macul
580000	CLP	14,8	69	2	3	Macul
500000	CLP	12,76	45	1	2	Macul
420000	CLP	10,72	58	2	2	Macul
470000	CLP	12	56	2	2	Macul
350000	CLP	8,93	24	1	1	Macul
565000	CLP	14,42	58	2	2	Macul
370000	CLP	9,44	42	1	1	Macul
650000	CLP	16,59	85	2	3	Macul
610000	CLP	15,57	59	2	2	Macul
340000	CLP	8,68	35	1	1	Macul
500000	CLP	12,76	60	2	2	Macul
560000	CLP	14,29	60	2	2	Macul
500000	CLP	12,76	50	2	2	Macul
790000	CLP	20,16	100	2	3	Macul
390000	CLP	9,95	34	1	1	Macul
430000	CLP	10,98	86	2	3	Macul
300000	CLP	7,66	36	1	1	Macul
530000	CLP	13,53	50	2	2	Macul
500000	CLP	12,76	76	2	3	Macul
300000	CLP	7,66	36	1	2	Macul
290000	CLP	7,4	30	1	1	Macul
430000	CLP	10,98	36	1	1	Macul
460000	CLP	11,74	56	2	2	Macul
320000	CLP	8,17	40	1	1	Macul
480000	CLP	12,25	38	1	1	Macul
450000	CLP	11,49	72	2	2	Macul
450000	CLP	11,49	54	2	2	Macul
436659	CLP	11,15	51	1	2	Macul
664000	CLP	16,95	81	2	3	Macul
475000	CLP	12,12	60	2	2	Macul
300000	CLP	7,66	46	1	2	Independencia
230000	CLP	5,87	36	1	1	Independencia
260000	CLP	6,64	34	1	1	Independencia
224000	CLP	5,72	33	1	1	Independencia
214000	CLP	5,46	28	1	1	Independencia
450000	CLP	11,49	55	2	2	Independencia
400000	CLP	10,21	45	2	2	Independencia
310000	CLP	7,91	30	1	1	Independencia
365000	CLP	9,32	48	2	2	Independencia
280000	CLP	7,15	30	1	1	Independencia
325000	CLP	8,3	48	1	2	Independencia
330000	CLP	8,42	21	1	1	Independencia
230000	CLP	5,87	30	1	1	Independencia
270000	CLP	6,89	30	1	1	Independencia
260000	CLP	6,64	24	1	1	Independencia
360000	CLP	9,19	42	1	1	Independencia
280000	CLP	7,15	40	1	1	Independencia
250000	CLP	6,38	30	1	1	Independencia
290000	CLP	7,4	30	1	1	Independencia
310000	CLP	7,91	42	1	2	Independencia
345000	CLP	8,81	34	1	1	Independencia
330000	CLP	8,42	34	1	1	Independencia
560000	CLP	14,29	65	2	3	Independencia
280000	CLP	7,15	27	1	1	Independencia
280000	CLP	7,15	27	1	1	Independencia
385000	CLP	9,83	48	2	2	Independencia
440000	CLP	11,23	41	2	2	Independencia
375000	CLP	9,57	41	1	2	Independencia
290000	CLP	7,4	34	1	1	Independencia
345000	CLP	8,81	34	1	1	Independencia
380000	CLP	9,7	45	1	2	Independencia
400000	CLP	10,21	48	2	2	Independencia
350000	CLP	8,93	53	2	2	Independencia
435000	CLP	11,1	53	2	2	Independencia
435000	CLP	11,1	54	2	2	Independencia
438000	CLP	11,18	53	2	2	Independencia
420000	CLP	10,72	48	2	2	Independencia
405000	CLP	10,34	41	1	2	Independencia
405000	CLP	10,34	46	1	2	Independencia
280000	CLP	7,15	35	1	1	Independencia
345000	CLP	8,81	34	1	1	Independencia
480000	CLP	12,25	56	2	2	Independencia
600000	CLP	15,31	60	2	3	Independencia
550000	CLP	14,04	54	2	3	Independencia
350000	CLP	8,93	45	1	2	Independencia
430000	CLP	10,98	45	2	2	Independencia
430000	CLP	10,98	41	1	2	Independencia
305000	CLP	7,78	30	1	1	Independencia
480000	CLP	12,25	49	2	2	Independencia
320000	CLP	8,17	43	1	2	Independencia
220000	CLP	5,62	30	1	1	Independencia
480000	CLP	12,25	55	2	2	Independencia
420000	CLP	10,72	46	2	2	Independencia
425000	CLP	10,85	40	2	2	Independencia
435000	CLP	11,1	46	2	2	Independencia
210000	CLP	5,36	33	1	1	Independencia
220000	CLP	5,62	30	1	1	Independencia
210000	CLP	5,36	33	1	1	Independencia
285000	CLP	7,27	29	1	1	Independencia
390000	CLP	9,95	35	1	1	Independencia
280000	CLP	7,15	26	1	1	Independencia
255000	CLP	6,51	28	1	1	Independencia
280000	CLP	7,15	25	1	1	Independencia
265000	CLP	6,76	23	1	1	Independencia
340000	CLP	8,68	45	1	2	Independencia
360000	CLP	9,19	37	1	1	Independencia
385000	CLP	9,83	40	1	2	Independencia
450000	CLP	11,49	59	1	2	Independencia
270000	CLP	6,89	30	1	1	Independencia
260000	CLP	6,64	30	1	1	Independencia
550000	CLP	14,04	92	1	3	Independencia
350000	CLP	8,93	40	1	2	Independencia
430000	CLP	10,98	56	1	3	Independencia
150000	CLP	3,83	28	1	1	Independencia
270000	CLP	6,89	28	1	1	Independencia
500000	CLP	12,76	54	1	3	Independencia
350000	CLP	8,93	33	1	1	Independencia
285000	CLP	7,27	43	1	2	Independencia
180000	CLP	4,59	55	2	2	Independencia
420000	CLP	10,72	55	1	2	Independencia
450000	CLP	11,49	52	2	2	Independencia
350000	CLP	8,93	44	1	2	Independencia
450000	CLP	11,49	47	1	3	Independencia
250000	CLP	6,38	30	1	1	Independencia
470000	CLP	12	57	2	3	Independencia
350000	CLP	8,93	56	1	2	Independencia
270000	CLP	6,89	33	1	1	Independencia
390000	CLP	9,95	70	2	2	Independencia
350000	CLP	8,93	42	2	2	Independencia
270000	CLP	6,89	30	1	1	Independencia
280000	CLP	7,15	37	1	1	Independencia
350000	CLP	8,93	39	1	1	Independencia
380000	CLP	9,7	42	1	2	Independencia
280000	CLP	7,15	39	1	1	Independencia
300000	CLP	7,66	34	1	1	Independencia
400000	CLP	10,21	55	2	2	Independencia
320000	CLP	8,17	43	1	2	Independencia
210000	CLP	5,36	29	1	1	Independencia
250000	CLP	6,38	35	1	1	Independencia
250000	CLP	6,38	28	1	1	Independencia
215000	CLP	5,49	27	1	1	Independencia
250000	CLP	6,38	33	1	1	Independencia
300000	CLP	7,66	33	1	1	Independencia
450000	CLP	11,49	43	1	2	Independencia
750000	CLP	19,14	69	2	3	Independencia
320000	CLP	8,17	46	1	2	Independencia
420000	CLP	10,72	53	1	3	Independencia
520000	CLP	13,27	56	2	3	Independencia
294000	CLP	7,5	39	1	2	Independencia
350000	CLP	8,93	45	1	2	Independencia
195000	CLP	4,98	40	1	2	Independencia
390000	CLP	9,95	45	1	1	Independencia
270000	CLP	6,89	27	1	1	Independencia
270000	CLP	6,89	28	1	1	Independencia
460000	CLP	11,74	45	1	2	Independencia
300000	CLP	7,66	27	1	1	Independencia
265000	CLP	6,76	25	1	1	Independencia
480000	CLP	12,25	50	2	2	Independencia
250000	CLP	6,38	20	1	1	Independencia
370000	CLP	9,44	43	1	2	Independencia
340000	CLP	8,68	35	1	1	Independencia
390000	CLP	9,95	35	1	1	Independencia
290000	CLP	7,4	28	1	1	Independencia
300000	CLP	7,66	30	1	1	Independencia
380000	CLP	9,7	33	1	1	Independencia
265000	CLP	6,76	35	1	1	Independencia
235000	CLP	6	25	1	1	Independencia
340000	CLP	8,68	34	1	1	Independencia
380000	CLP	9,7	34	1	1	Independencia
380000	CLP	9,7	34	1	1	Independencia
420000	CLP	10,72	55	2	2	Independencia
12	UF	12	34	1	3	Independencia
390000	CLP	9,95	27	1	1	Independencia
450000	CLP	11,49	50	1	3	Independencia
10	UF	10	53	2	2	Independencia
450000	CLP	11,49	53	2	2	Independencia
400000	CLP	10,21	52	2	2	Independencia
220000	CLP	5,62	30	1	1	Independencia
270000	CLP	6,89	32	1	1	Independencia
360000	CLP	9,19	46	2	2	Independencia
700000	CLP	17,87	71	2	3	Independencia
280000	CLP	7,15	29	1	1	Independencia
340000	CLP	8,68	44	1	2	Independencia
380000	CLP	9,7	45	1	2	Independencia
280000	CLP	7,15	31	1	1	Independencia
500000	CLP	12,76	54	2	2	Independencia
399000	CLP	10,18	40	1	2	Independencia
395000	CLP	10,08	45	1	2	Independencia
330000	CLP	8,42	36	1	1	Independencia
450000	CLP	11,49	57	1	2	Independencia
260000	CLP	6,64	28	1	1	Independencia
286000	CLP	7,3	29	1	1	Independencia
300000	CLP	7,66	33	1	1	Independencia
350000	CLP	8,93	42	1	2	Independencia
385000	CLP	9,83	42	1	2	Independencia
415000	CLP	10,59	47	1	3	Independencia
299000	CLP	7,63	28	1	1	Independencia
300000	CLP	7,66	30	1	1	Independencia
368000	CLP	9,39	42	1	2	Independencia
389000	CLP	9,93	42	2	2	Independencia
307000	CLP	7,84	30	1	1	Independencia
250000	CLP	6,38	29	1	1	Independencia
